Stream,Core Subjects,Optional Subject,Hobbies,Extracurricular Activities,Preferred Career,Possible Courses
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Coding,Robotics Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Sports,Art Exhibitions,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Investing,Music Band,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Coding,Stock Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Poetry,Entrepreneurship Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Biology,Poetry,Olympiads,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Poetry,Science Fair,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Sports,Stock Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Music,Athletics,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Blogging,MUN,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Music,Entrepreneurship Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Gaming,Athletics,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Chess,Entrepreneurship Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Painting,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Fitness,Entrepreneurship Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Chess,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Theater,Drama Club,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Dance,NCC,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Arts,"History, Political Science, Sociology",Sociology,Sports,Music Band,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Arts,"History, Political Science, Sociology",Physical Education,Painting,Olympiads,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Sports,Olympiads,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Painting,Debate Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Sports,Olympiads,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Athletics,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Fitness,Olympiads,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Sports,NCC,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Theater,Stock Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Math,Gaming,Robotics Club,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Blogging,Entrepreneurship Club,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Fitness,NCC,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Painting,Stock Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Blogging,Olympiads,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Gaming,Stock Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Poetry,Stock Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Gaming,Olympiads,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Writing,Robotics Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Psychology,Blogging,Debate Club,Journalist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Physical Education,Dance,Science Fair,Teacher,"B.Ed, B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts)"
Commerce,"Accounts, Business Studies, Economics",Math,Chess,Debate Club,Business Manager,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Sports,Drama Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Blogging,Drama Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Sports,MUN,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Writing,Literature Fest,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Poetry,MUN,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Investing,NCC,Entrepreneur,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Blogging,Athletics,Entrepreneur,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Music,Stock Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Blogging,Entrepreneurship Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Writing,NCC,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Photography,Drama Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Sociology,Blogging,Debate Club,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Dance,Drama Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Investing,Literature Fest,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Psychology,Photography,MUN,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Blogging,Science Fair,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Investing,Robotics Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Physical Education,Sports,MUN,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Blogging,NCC,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Gaming,Athletics,Chartered Accountant,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Music,Robotics Club,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Theater,Athletics,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Music,Debate Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Fitness,Entrepreneurship Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Music,Music Band,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Math,Sports,Art Exhibitions,Entrepreneur,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Theater,MUN,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Photography,Stock Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Chess,Literature Fest,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Gaming,Art Exhibitions,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Investing,Music Band,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Fine Arts,Theater,NCC,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Math,Poetry,NCC,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Arts,"History, Political Science, Sociology",Sociology,Theater,Drama Club,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Blogging,NCC,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Dance,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Dance,Science Fair,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Fine Arts,Fitness,Music Band,Journalist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Sports,MUN,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Dance,Robotics Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Chess,Drama Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Fitness,Science Fair,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Chess,MUN,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Investing,NCC,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Dance,Robotics Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Chess,Science Fair,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Sociology,Painting,Art Exhibitions,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Arts,"History, Political Science, Sociology",Sociology,Sports,Art Exhibitions,Social Worker,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Music,Music Band,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Math,Painting,Stock Club,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Theater,Literature Fest,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Math,Writing,NCC,Business Manager,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Chess,Drama Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Sociology,Coding,Stock Club,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Gaming,Drama Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Theater,MUN,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Painting,Entrepreneurship Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Math,Music,MUN,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Dance,MUN,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Sports,Science Fair,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Coding,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Painting,Art Exhibitions,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Fitness,Music Band,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Writing,MUN,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Sports,Athletics,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
